gene_id,CD4_positive_naive_resting_alpha_beta_T_cell,CD8_positive_naive_resting_alpha_beta_T_cell,hippocampus,heart,gastrocnemius,monocyte,neutrophil,T_cell,left_cerebral_cortex,adrenal_gland,B_cell
ENSMUSG00000099895.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
ENSMUSG00000100554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099473.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099591.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000109887.1,0.08,0.07,0.98,0.0,0.0,0.25,0.0,0.0,0.85,0.02,0.0
ENSMUSG00000102001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101717.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025774.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000070977.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000073735.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000067773.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101685.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101306.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000088800.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101644.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099433.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000089787.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
ENSMUSG00000042596.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0
ENSMUSG00000100720.1,0.0,1.12,0.0,0.05,0.0,0.0,0.49,0.0,0.0,0.0,0.0
ENSMUSG00000025927.13,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.32,5.74,0.0
ENSMUSG00000100538.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101117.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100204.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0
ENSMUSG00000084668.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102597.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000043760.16,0.0,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.02,0.05,0.0
ENSMUSG00000104095.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000089914.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000090142.2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0
ENSMUSG00000070175.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099906.2,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065559.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065480.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025929.4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000041872.9,0.5,1.07,0.12,0.02,0.0,1.05,0.05,0.49,0.06,0.0,0.59
ENSMUSG00000041859.10,18.24,18.42,1.15,1.63,0.93,7.77,49.25,20.32,1.01,4.2,16.25
ENSMUSG00000099714.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
ENSMUSG00000088858.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097934.1,0.0,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.12,0.19,0.0
ENSMUSG00000025931.15,2.02,1.17,45.66,0.67,0.12,1.04,0.14,2.35,39.56,15.96,0.64
ENSMUSG00000077314.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100929.1,0.08,0.21,0.55,0.0,0.0,0.0,0.0,0.48,0.49,0.11,0.0
ENSMUSG00000041809.5,0.23,0.48,0.61,0.19,0.06,0.14,0.11,0.25,0.57,0.64,0.26
ENSMUSG00000041779.5,3.56,2.97,0.31,1.81,0.83,6.34,8.12,3.27,0.39,1.67,5.66
ENSMUSG00000099971.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100819.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
ENSMUSG00000025933.15,0.4,0.31,8.43,0.83,0.31,0.16,0.1,0.22,13.67,1.8,0.16
ENSMUSG00000102633.1,0.06,0.27,0.06,0.0,0.01,0.09,0.03,0.09,0.12,0.0,0.03
ENSMUSG00000025934.15,0.08,0.08,0.3,3.0,0.14,0.09,0.26,0.46,0.46,4.63,0.04
ENSMUSG00000099343.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
ENSMUSG00000096375.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025936.15,0.74,0.0,0.0,0.43,0.0,0.22,0.0,1.2,0.0,0.54,0.22
ENSMUSG00000093963.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000067750.3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
ENSMUSG00000086194.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094436.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000041722.7,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000085507.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094926.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000085079.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
ENSMUSG00000085679.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028033.16,0.35,0.73,16.87,0.76,2.88,0.0,0.43,1.39,23.94,0.33,4.06
ENSMUSG00000104138.1,0.11,0.12,0.16,0.0,0.02,0.0,0.07,0.27,0.43,0.0,0.55
ENSMUSG00000082935.3,0.42,0.58,0.38,0.42,0.44,0.4,0.12,0.51,0.44,0.41,0.81
ENSMUSG00000103748.1,0.08,0.37,0.67,0.05,0.1,0.0,0.26,0.7,1.08,0.04,0.99
ENSMUSG00000097109.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.23
ENSMUSG00000099692.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100418.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000041670.16,0.0,0.0,79.54,0.09,0.02,0.0,0.0,0.0,115.82,0.24,0.0
ENSMUSG00000097642.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101468.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101227.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.0,0.0
ENSMUSG00000073730.2,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.02,0.02,0.0
ENSMUSG00000089553.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102766.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065405.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097970.1,0.0,0.0,1.06,1.42,1.4,0.19,0.0,0.0,1.35,1.55,0.0
ENSMUSG00000065567.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100775.1,0.0,0.0,0.77,0.27,0.38,0.0,0.0,0.0,0.13,0.22,0.0
ENSMUSG00000101226.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
ENSMUSG00000026158.11,1.1,0.67,39.36,6.06,2.25,17.6,46.82,0.51,22.14,2.92,5.51
ENSMUSG00000097920.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099503.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026156.8,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,2.03,0.02,0.0
ENSMUSG00000026155.13,19.67,15.33,38.43,5.78,9.83,19.2,17.7,20.88,42.23,17.44,20.91
ENSMUSG00000026154.4,3.85,5.07,15.53,24.41,10.37,4.87,2.52,7.64,12.52,21.36,6.9
ENSMUSG00000102495.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
ENSMUSG00000026153.15,0.47,0.4,7.23,6.35,5.79,4.3,1.01,0.28,9.71,5.73,0.31
ENSMUSG00000102398.1,0.07,0.0,0.06,0.02,0.0,0.04,0.04,0.0,0.08,0.02,0.0
ENSMUSG00000097670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026147.16,0.0,0.0,0.12,0.02,0.37,0.0,0.0,0.0,0.23,0.0,0.0
ENSMUSG00000026141.13,0.06,0.02,6.5,0.03,0.64,2.02,0.04,0.03,8.8,0.02,0.02
ENSMUSG00000077463.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099997.1,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.09,0.09,0.0
ENSMUSG00000100131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000067736.2,289.69,97.6,1.99,0.0,21.94,201.75,148.9,146.05,0.0,683.49,34.62
ENSMUSG00000101939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101111.1,1557.37,1909.79,3042.11,11586.41,9676.63,52.5,362.15,1913.76,2823.71,8250.47,1769.51
ENSMUSG00000100862.1,2845.55,2742.5,4124.63,13907.7,11186.24,1219.15,1441.35,2373.4,3560.24,10948.29,2243.62
ENSMUSG00000102070.1,2338.16,2692.85,4941.41,25582.13,11913.43,1118.36,0.21,2362.38,4230.6,14261.19,2664.25
ENSMUSG00000101249.1,1019.53,1057.71,1773.72,12469.71,6067.16,566.1,733.44,1013.57,1558.1,5595.54,1122.06
ENSMUSG00000073725.8,23.2,20.57,29.79,14.82,10.56,29.52,26.07,14.2,39.93,24.12,60.06
ENSMUSG00000100808.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100483.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100450.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099392.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000033569.17,0.0,0.0,32.48,0.0,0.01,0.0,0.0,0.0,30.21,0.32,0.0
ENSMUSG00000080849.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
ENSMUSG00000104257.1,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0
ENSMUSG00000096866.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102296.1,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0
ENSMUSG00000103209.1,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0
ENSMUSG00000104027.1,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.84,0.01,0.0
ENSMUSG00000102407.1,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.07,0.02,0.0
ENSMUSG00000103214.1,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,1.45,0.02,0.0
ENSMUSG00000104100.1,0.0,0.0,1.19,0.01,0.0,0.0,0.0,0.0,1.63,0.0,0.04
ENSMUSG00000084740.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103889.1,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0
ENSMUSG00000101301.1,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0
ENSMUSG00000104221.1,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0
ENSMUSG00000102250.1,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.68,0.04,0.0
ENSMUSG00000102317.1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.62,0.02,0.0
ENSMUSG00000103563.1,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000102465.1,0.0,0.0,1.18,0.0,0.01,0.0,0.0,0.0,1.59,0.03,0.0
ENSMUSG00000102659.1,0.0,0.0,1.29,0.0,0.0,0.0,0.02,0.02,1.67,0.01,0.0
ENSMUSG00000103924.1,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,2.22,0.02,0.0
ENSMUSG00000104132.1,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,2.83,0.02,0.0
ENSMUSG00000102747.1,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.85,0.05,0.0
ENSMUSG00000102386.1,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,2.37,0.06,0.0
ENSMUSG00000103004.1,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0
ENSMUSG00000104516.1,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.86,0.02,0.0
ENSMUSG00000101618.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099458.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000088111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000073722.3,0.0,0.03,0.0,0.0,0.0,1.62,0.95,0.0,0.01,0.0,0.0
ENSMUSG00000095256.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100310.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101514.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101372.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
ENSMUSG00000103241.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086240.4,5.81,3.87,1.36,0.85,0.94,2.63,5.93,9.88,0.75,3.85,12.21
ENSMUSG00000048411.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000081557.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000058590.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101235.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000064433.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080625.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080391.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099257.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099492.1,7.63,14.29,4.63,4.91,10.73,6.85,2.28,11.84,4.66,9.42,8.23
ENSMUSG00000101726.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096829.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098883.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000053185.2,0.0,0.0,0.09,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0
ENSMUSG00000100261.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
ENSMUSG00000101180.1,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0
ENSMUSG00000048874.15,80.02,63.26,24.36,11.58,10.81,49.91,47.35,75.82,27.77,18.81,65.53
ENSMUSG00000103783.1,5.1,2.5,0.55,0.15,0.18,1.54,2.54,2.29,0.63,0.19,2.28
ENSMUSG00000104315.1,11.77,6.42,0.78,0.18,0.33,6.79,9.71,11.38,0.95,0.33,9.2
ENSMUSG00000026064.16,21.33,20.3,1.53,0.84,0.78,24.5,13.42,23.68,1.81,2.62,19.02
ENSMUSG00000117310.1,66.72,54.57,30.84,48.02,32.22,68.51,95.7,54.82,37.22,90.39,58.4
ENSMUSG00000117091.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086726.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086727.8,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0
ENSMUSG00000100237.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098529.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100910.1,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0
ENSMUSG00000099796.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000050217.13,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026063.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077664.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100205.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100592.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094215.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101093.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000070960.4,1.88,1.67,0.77,0.79,0.96,6.58,2.05,2.48,0.61,3.64,1.03
ENSMUSG00000088620.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000082159.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026058.11,0.0,0.0,3.99,0.02,0.0,0.0,0.0,0.0,4.67,0.17,0.0
ENSMUSG00000064688.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103482.1,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.0
ENSMUSG00000104498.1,0.02,0.07,0.0,0.0,0.0,0.02,0.11,0.04,0.02,0.0,0.02
ENSMUSG00000104313.1,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0
ENSMUSG00000102865.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102321.1,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
ENSMUSG00000091318.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000089489.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104433.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
ENSMUSG00000089395.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102926.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ENSMUSG00000100497.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ENSMUSG00000102917.1,0.76,0.24,0.31,0.04,0.08,0.05,0.05,0.49,0.31,0.15,0.21
ENSMUSG00000100481.1,0.07,0.06,0.29,0.23,0.16,0.06,0.32,0.22,0.19,0.11,0.11
ENSMUSG00000100590.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000088750.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104230.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101754.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065223.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100318.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101612.2,0.0,0.0,0.0,0.89,0.02,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065260.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026134.11,6.08,5.12,1.61,0.71,0.37,3.51,6.08,7.01,2.3,1.35,4.49
ENSMUSG00000101682.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
ENSMUSG00000102714.1,0.65,0.66,0.06,0.02,0.03,0.21,0.82,1.08,0.1,0.07,0.39
ENSMUSG00000102093.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103746.1,0.32,0.56,0.12,0.06,0.0,0.0,0.14,0.87,0.16,0.21,0.38
ENSMUSG00000102198.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
ENSMUSG00000004768.14,2.19,3.39,6.57,3.22,1.27,1.02,2.95,3.17,9.1,3.9,1.97
ENSMUSG00000042215.8,1.08,1.57,2.85,10.69,4.31,0.17,0.85,1.43,3.42,4.81,0.7
ENSMUSG00000103072.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.01,0.0,0.0,0.0
ENSMUSG00000042197.13,13.61,16.98,15.01,4.14,3.41,11.79,8.57,16.36,18.98,9.92,9.84
ENSMUSG00000081402.4,0.06,0.06,0.07,0.03,0.0,0.0,0.0,0.03,0.06,0.01,0.0
ENSMUSG00000042182.16,0.5,3.26,20.9,0.65,0.51,1.05,0.22,1.7,39.53,0.6,0.22
ENSMUSG00000104416.1,0.0,0.0,0.79,0.03,0.05,0.0,0.0,0.0,1.02,0.02,0.0
ENSMUSG00000026131.18,5.16,1.27,60.04,122.17,95.22,14.77,0.36,4.65,77.51,38.48,0.89
ENSMUSG00000103596.1,0.0,0.0,0.15,0.01,0.04,0.2,0.02,0.0,0.23,0.01,0.0
ENSMUSG00000099382.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000084506.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103364.1,0.3,0.14,0.4,0.14,1.03,0.18,0.03,0.04,0.74,0.07,0.04
ENSMUSG00000105982.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096992.3,0.04,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.05
ENSMUSG00000103001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104397.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102839.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101462.2,0.22,0.13,0.16,0.01,0.0,0.11,0.03,0.37,0.18,0.0,0.08
ENSMUSG00000102336.1,1.01,0.93,0.67,0.08,0.02,0.54,0.33,0.72,0.7,0.12,0.49
ENSMUSG00000092852.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000042111.9,7.18,9.17,5.91,4.6,3.38,8.43,6.73,8.02,4.63,5.09,6.84
ENSMUSG00000101711.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.0
ENSMUSG00000026127.13,31.92,29.15,10.65,8.01,2.73,21.73,17.68,36.78,11.57,23.64,28.14
ENSMUSG00000026126.15,65.31,62.83,1.47,1.28,0.58,40.48,36.45,69.24,1.38,1.02,39.27
ENSMUSG00000100280.2,1.4,0.43,0.02,0.03,0.0,0.74,0.54,0.9,0.11,0.22,2.06
ENSMUSG00000101223.6,0.38,0.27,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.0
ENSMUSG00000026125.9,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.13,0.0,0.0,0.0
ENSMUSG00000101116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
