gene_id,tissue,logFC
COL16A1,HT-29,-0.0018787574
COL16A1,PC-3,0.00042851712
COL16A1,Karpas-422,-0.0010076542
COL16A1,Oci-Ly-7,0.0010583369
COL16A1,SJCRH30,0.0034582068
COL16A1,neural cell,-0.004049765
COL16A1,umbilical cord,0.00011040864
COL16A1,pericyte cell,-0.00087255985
COL16A1,melanocyte of skin,-0.00040886068
COL16A1,placental epithelial cell,0.00010301393
COL16A1,hair follicle dermal papilla cell,-7.4384414e-05
COL16A1,hematopoietic multipotent progenitor cell,0.0005373457
COL16A1,vein endothelial cell,-0.0011503345
COL16A1,osteoblast,-0.020602718
COL16A1,articular chondrocyte of knee joint,-0.0013919249
COL16A1,thoracic aorta endothelial cell,9.235173e-05
COL16A1,fibroblast of the aortic adventitia,-0.0019909544
COL16A1,skeletal muscle satellite cell,0.0007037533
COL16A1,fibroblast of dermis,0.0016715626
COL16A1,mammary epithelial cell,0.005688619
COL16A1,subcutaneous preadipocyte,0.0022644373
COL16A1,fibroblast of villous mesenchyme,0.00015907518
COL16A1,endothelial cell of umbilical vein,-0.0024204494
COL16A1,fibroblast of lung,0.0028416207
COL16A1,keratinocyte,-0.0010568765
COL16A1,stomach,0.00023009443
COL16A1,dermis microvascular lymphatic vessel endothelial cell,0.00022493576
COL16A1,tongue,0.003700959
COL16A1,lung microvascular endothelial cell,0.0009339074
COL16A1,liver,0.00062175526
COL16A1,smooth muscle cell of the coronary artery,5.176585e-05
COL16A1,aortic smooth muscle cell,-0.00050700794
COL16A1,cerebellum,0.0007549782
COL16A1,occipital lobe,-0.00030203315
COL16A1,lung,-0.0011412982
COL16A1,metanephros,-0.0028487798
COL16A1,bronchial smooth muscle cell,-0.0019660688
COL16A1,spinal cord,0.71011865
COL16A1,parietal lobe,0.0016502612
COL16A1,diencephalon,0.0076839793
COL16A1,bronchial epithelial cell,-2.7431493e-05
COL16A1,human nasal epithelial cells,6.0364648e-05
COL16A1,pulmonary artery endothelial cell,-0.0011273567
COL16A1,regular cardiac myocyte,0.0025734876
COL16A1,endothelial cell of coronary artery,-0.00019099937
COL16A1,skeletal muscle tissue,-0.0017992861
COL16A1,skin of body,-0.004338157
COL16A1,frontal cortex,0.0014815575
COL16A1,camera-type eye,-0.0008076846
COL16A1,dermis lymphatic vessel endothelial cell,0.0002744582
COL16A1,smooth muscle cell of the umbilical artery,0.014638938
COL16A1,tracheal epithelial cell,-0.0009996515
COL16A1,smooth muscle cell of trachea,-0.0003319647
COL16A1,renal cortical epithelial cell,0.002363684
COL16A1,dermis blood vessel endothelial cell,0.030871686
COL16A1,heart,-0.00429693
COL16A1,thyroid gland,-0.00032783617
COL16A1,urinary bladder,0.002348746
COL16A1,temporal lobe,-0.00010560121
COL16A1,uterine smooth muscle cell,-0.002397796
COL16A1,epithelial cell of umbilical artery,0.0005963126
COL16A1,smooth muscle cell of the pulmonary artery,-0.0057014693
COL16A1,smooth muscle cell of bladder,-0.0016461248
COL16A1,bladder microvascular endothelial cell,-0.001594472
COL16A1,uterus,0.0014745134
COL16A1,GM12878,-0.0047197784
COL16A1,Universal_Human_Reference,-0.0009769342
COL16A1,H1_Cell_Line,-0.0020716419
COL16A1,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,0.00046496614
COL16A1,H1_BMP4_Derived_Trophoblast_Cultured_Cells,-0.00090732175
COL16A1,H1_Derived_Mesenchymal_Stem_Cells,-0.0019939684
COL16A1,H1_Derived_Neuronal_Progenitor_Cultured_Cells,-0.0024931496
COL16A1,hESC_Derived_CD184+_Endoderm_Cultured_Cells,0.0013355148
COL16A1,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,0.0003062686
COL16A1,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,-0.006035353
COL16A1,HUES64_Cell_Line,-0.00014817066
COL16A1,4star,-0.009470629
COL16A1,Breast_Myoepithelial_Cells,-0.0003551879
COL16A1,Breast_vHMEC,0.0060140635
COL16A1,CD4_Memory_Primary_Cells,-0.0190969
COL16A1,CD4_Naive_Primary_Cells,-0.00032448175
COL16A1,CD8_Naive_Primary_Cells,-0.0001258968
COL16A1,Mobilized_CD34_Primary_Cells_Female,0.032074153
COL16A1,Neurosphere_Cultured_Cells_Cortex_Derived,-0.00059131155
COL16A1,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,5.348561e-05
COL16A1,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,-0.00039810876
COL16A1,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,1.3070622e-05
COL16A1,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,0.009974315
COL16A1,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,-0.00017741101
COL16A1,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,0.0011179699
COL16A1,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,0.00075222796
COL16A1,Peripheral_Blood_Mononuclear_Primary_Cells,0.0015260546
COL16A1,Aorta,0.0009485164
COL16A1,Adult_Liver,0.020477114
COL16A1,Brain_Germinal_Matrix,0.000812733
COL16A1,Brain_Hippocampus_Middle,-0.0017624364
COL16A1,Esophagus,-0.003201567
COL16A1,Fetal_Brain_Female,0.0030414008
COL16A1,Fetal_Intestine_Large,-0.0037112534
COL16A1,Fetal_Intestine_Small,0.11898811
COL16A1,Pancreatic_Islets,7.2232533e-06
COL16A1,Gastric,0.0014329355
COL16A1,Left_Ventricle,0.0002615619
COL16A1,Lung.1,0.00027394237
COL16A1,Ovary.1,0.0012183265
COL16A1,Pancreas.1,-0.0005175026
COL16A1,Psoas_Muscle,-0.0045491406
COL16A1,Right_Atrium,-0.0041868817
COL16A1,Right_Ventricle,0.0009455946
COL16A1,Sigmoid_Colon,-0.004324443
COL16A1,Small_Intestine,-0.0033987658
COL16A1,Thymus,-0.0017628669
COL16A1,Spleen.1,-0.006767111
COL16A1,A549,-0.002850503
COL16A1,GM12878.1,-0.001151023
COL16A1,HELA,0.0014769187
COL16A1,HEPG2,-0.00035028518
COL16A1,HMEC,-0.00036602552
COL16A1,HSMM,-0.00045023483
COL16A1,HUVEC,0.00032019615
COL16A1,K562.1,-0.0019621078
COL16A1,NHEK,-0.001356807
COL16A1,NHLF,-0.0008663647
TFIP11,Adipose_Subcutaneous,-0.0035592683
TFIP11,Adipose_Visceral_Omentum,-0.00096635014
TFIP11,Adrenal_Gland,0.0033993567
TFIP11,Artery_Aorta,0.00082803075
TFIP11,Artery_Coronary,0.005381606
TFIP11,Artery_Tibial,0.22621681
TFIP11,Bladder,0.029296832
TFIP11,Brain_Amygdala,0.018880345
TFIP11,Brain_Anterior_cingulate_cortex_BA24,-0.0027123066
TFIP11,Brain_Caudate_basal_ganglia,-0.0004116132
TFIP11,Brain_Cerebellar_Hemisphere,0.0018782032
TFIP11,Brain_Cerebellum,0.012602205
TFIP11,Brain_Cortex,-0.004826675
TFIP11,Brain_Frontal_Cortex_BA9,0.0016475127
TFIP11,Brain_Hippocampus,-0.00018171112
TFIP11,Brain_Hypothalamus,-0.00062090496
TFIP11,Brain_Nucleus_accumbens_basal_ganglia,0.03028759
TFIP11,Brain_Putamen_basal_ganglia,0.0038014792
TFIP11,Brain_Spinal_cord_cervical_c1,0.0007776679
TFIP11,Brain_Substantia_nigra,0.0035700665
TFIP11,Breast_Mammary_Tissue,0.0030963183
TFIP11,Cells_EBV-transformed_lymphocytes,0.0006057677
TFIP11,Cells_Transformed_fibroblasts,-0.011136614
TFIP11,Cervix_Ectocervix,-0.008588184
TFIP11,Cervix_Endocervix,-0.0047083045
TFIP11,Colon_Sigmoid,0.009264989
TFIP11,Colon_Transverse,0.0020447997
TFIP11,Esophagus_Gastroesophageal_Junction,-0.00083590584
TFIP11,Esophagus_Mucosa,0.04354517
TFIP11,Esophagus_Muscularis,0.0007383046
TFIP11,Fallopian_Tube,0.0033125356
TFIP11,Heart_Atrial_Appendage,7.085511e-05
TFIP11,Heart_Left_Ventricle,-0.01584434
TFIP11,Kidney_Cortex,-0.004642135
TFIP11,Liver,0.0011745072
TFIP11,Lung,0.002218761
TFIP11,Minor_Salivary_Gland,0.0033839145
TFIP11,Muscle_Skeletal,0.018101167
TFIP11,Nerve_Tibial,0.0011066278
TFIP11,Ovary,-0.04169209
TFIP11,Pancreas,0.005287879
TFIP11,Pituitary,-0.0005329867
TFIP11,Prostate,-0.0008920918
TFIP11,Skin_Not_Sun_Exposed_Suprapubic,0.0015440936
TFIP11,Skin_Sun_Exposed_Lower_leg,-0.004419666
TFIP11,Small_Intestine_Terminal_Ileum,-0.0027958776
TFIP11,Spleen,-0.005881914
TFIP11,Stomach,0.008413062
TFIP11,Testis,-0.00444261
TFIP11,Thyroid,0.009250806
TFIP11,Uterus,0.010298624
TFIP11,Vagina,-0.014759117
TFIP11,Whole_Blood,0.003989121
TFIP11,cardiac ventricle fibroblast,-0.0040173414
TFIP11,hair follicular keratinocyte,0.01158967
TFIP11,airway epithelial cell,-0.0022038342
TFIP11,epithelial cell of proximal tubule,0.008462305
TFIP11,pericardium fibroblast,0.014286485
TFIP11,mesangial cell,0.006951618
TFIP11,bronchial fibroblast,-0.0056463904
TFIP11,glomerular endothelial cell,-0.00317916
TFIP11,kidney epithelial cell,0.0061360006
TFIP11,mammary microvascular endothelial cell,0.00239562
TFIP11,epithelial cell of alveolus of lung,0.017814621
TFIP11,myometrial cell,0.01635077
TFIP11,cardiac atrium fibroblast,-0.008328606
TFIP11,endometrial microvascular endothelial cell,0.0027331375
TFIP11,smooth muscle cell,0.005020543
TFIP11,hepatocyte,0.007711179
TFIP11,neural progenitor cell,-0.0064511104
TFIP11,HT1080,0.0033417053
TFIP11,SK-N-DZ,0.001822037
TFIP11,SK-MEL-5,-0.006836661
TFIP11,NCI-H460,0.0014734826
TFIP11,astrocyte,-0.0070506893
TFIP11,LHCN-M2,-0.001891673
TFIP11,K562,0.0018921157
TFIP11,HepG2,0.0005208414
TFIP11,MCF-7,0.0024606918
TFIP11,bipolar spindle neuron,-0.0023983987
TFIP11,skeletal muscle myoblast,-0.0022844474
TFIP11,myotube,-0.0026943008
TFIP11,H7-hESC,-0.0021847151
TFIP11,RPMI-7951,-0.0013962287
TFIP11,M059J,0.010021455
TFIP11,H4,-0.0010615233
TFIP11,MG63,0.00080792024
TFIP11,G401,-0.0062231803
TFIP11,Caki2,-0.000309774
TFIP11,SJSA1,0.0004130432
TFIP11,Daoy,0.002098553
TFIP11,A172,0.0009335637
TFIP11,induced pluripotent stem cell,0.0045635574
TFIP11,fibroblast of arm,-0.050035737
TFIP11,A375,-0.0017628669
TFIP11,HT-29,-0.0036840967
TFIP11,PC-3,0.002161921
TFIP11,Karpas-422,-0.002425273
TFIP11,Oci-Ly-7,0.0035645766
TFIP11,SJCRH30,-0.015124909
TFIP11,neural cell,0.0022462357
TFIP11,umbilical cord,0.0004984916
TFIP11,pericyte cell,0.001426063
TFIP11,melanocyte of skin,-0.001504945
TFIP11,placental epithelial cell,0.0003289653
TFIP11,hair follicle dermal papilla cell,0.0001969067
TFIP11,hematopoietic multipotent progenitor cell,0.0004966004
TFIP11,vein endothelial cell,0.0011511365
TFIP11,osteoblast,-0.02370177
TFIP11,articular chondrocyte of knee joint,0.0004912708
TFIP11,thoracic aorta endothelial cell,-0.0012302863
TFIP11,fibroblast of the aortic adventitia,0.0060774307
TFIP11,skeletal muscle satellite cell,-0.0003710143
TFIP11,fibroblast of dermis,0.00067590544
TFIP11,mammary epithelial cell,-0.0005682566
TFIP11,subcutaneous preadipocyte,-0.006223267
TFIP11,fibroblast of villous mesenchyme,0.0013272673
TFIP11,endothelial cell of umbilical vein,0.0025393236
TFIP11,fibroblast of lung,0.0050817262
TFIP11,keratinocyte,0.0022687302
TFIP11,stomach,0.0043471847
TFIP11,dermis microvascular lymphatic vessel endothelial cell,-0.00523915
TFIP11,tongue,-0.0022355278
TFIP11,lung microvascular endothelial cell,-0.003763672
TFIP11,liver,0.004759671
TFIP11,smooth muscle cell of the coronary artery,0.0039086817
TFIP11,aortic smooth muscle cell,0.0027846338
TFIP11,cerebellum,-0.0030830712
TFIP11,occipital lobe,0.00023920804
TFIP11,lung,-0.001003954
TFIP11,metanephros,-0.0005810744
TFIP11,bronchial smooth muscle cell,0.00096175034
TFIP11,spinal cord,0.18408626
TFIP11,parietal lobe,0.0023930445
TFIP11,diencephalon,0.03584601
TFIP11,bronchial epithelial cell,0.0014346536
TFIP11,human nasal epithelial cells,0.006721566
TFIP11,pulmonary artery endothelial cell,0.003670939
TFIP11,regular cardiac myocyte,0.00054955186
TFIP11,endothelial cell of coronary artery,0.009387335
TFIP11,skeletal muscle tissue,0.002332434
TFIP11,skin of body,-0.007927093
TFIP11,frontal cortex,-0.0016586939
TFIP11,camera-type eye,-0.000431569
TFIP11,dermis lymphatic vessel endothelial cell,0.0011373888
TFIP11,smooth muscle cell of the umbilical artery,-0.015189389
TFIP11,tracheal epithelial cell,-0.0032615513
TFIP11,smooth muscle cell of trachea,0.0042578485
TFIP11,renal cortical epithelial cell,0.15093692
TFIP11,dermis blood vessel endothelial cell,-0.037378773
TFIP11,heart,0.0010277461
TFIP11,thyroid gland,0.00075669715
TFIP11,urinary bladder,-0.00019891164
TFIP11,temporal lobe,-0.004936427
TFIP11,uterine smooth muscle cell,0.0096547175
TFIP11,epithelial cell of umbilical artery,-0.0043183193
TFIP11,smooth muscle cell of the pulmonary artery,0.0063574133
TFIP11,smooth muscle cell of bladder,0.0013597418
TFIP11,bladder microvascular endothelial cell,-0.001906483
TFIP11,uterus,0.0030731503
TFIP11,GM12878,-0.003530649
TFIP11,Universal_Human_Reference,-0.0024979736
TFIP11,H1_Cell_Line,0.008599592
TFIP11,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,-0.0016106564
TFIP11,H1_BMP4_Derived_Trophoblast_Cultured_Cells,0.0003172731
TFIP11,H1_Derived_Mesenchymal_Stem_Cells,0.006967193
TFIP11,H1_Derived_Neuronal_Progenitor_Cultured_Cells,-0.0020049904
TFIP11,hESC_Derived_CD184+_Endoderm_Cultured_Cells,-0.009978552
TFIP11,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,-0.0029973295
TFIP11,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,0.011677529
TFIP11,HUES64_Cell_Line,-0.00022342276
TFIP11,4star,0.029573524
TFIP11,Breast_Myoepithelial_Cells,0.0032533365
TFIP11,Breast_vHMEC,0.014900923
TFIP11,CD4_Memory_Primary_Cells,0.019686585
TFIP11,CD4_Naive_Primary_Cells,0.002867024
TFIP11,CD8_Naive_Primary_Cells,-0.0016466413
TFIP11,Mobilized_CD34_Primary_Cells_Female,0.003532838
TFIP11,Neurosphere_Cultured_Cells_Cortex_Derived,0.001523134
TFIP11,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,0.0016425308
TFIP11,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,0.0013484015
TFIP11,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,-0.0016029085
TFIP11,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,-0.013775152
TFIP11,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,0.0020320911
TFIP11,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,0.002139425
TFIP11,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,-0.0031746784
TFIP11,Peripheral_Blood_Mononuclear_Primary_Cells,0.0054624774
TFIP11,Aorta,-3.8524628e-05
TFIP11,Adult_Liver,-0.022103474
TFIP11,Brain_Germinal_Matrix,0.0121615995
TFIP11,Brain_Hippocampus_Middle,-1.0147012e-05
TFIP11,Esophagus,0.013081705
TFIP11,Fetal_Brain_Female,-0.02289148
TFIP11,Fetal_Intestine_Large,0.0023193844
TFIP11,Fetal_Intestine_Small,-0.042152517
TFIP11,Pancreatic_Islets,0.00014669374
TFIP11,Gastric,-0.003193897
TFIP11,Left_Ventricle,0.004266937
TFIP11,Lung.1,-0.0036897867
TFIP11,Ovary.1,0.02223403
TFIP11,Pancreas.1,0.0019118676
TFIP11,Psoas_Muscle,0.04344471
TFIP11,Right_Atrium,0.0019606452
TFIP11,Right_Ventricle,-0.004147384
TFIP11,Sigmoid_Colon,-0.013036882
TFIP11,Small_Intestine,0.0012525218
TFIP11,Thymus,0.01677599
TFIP11,Spleen.1,0.014281376
TFIP11,A549,-0.0027023992
TFIP11,GM12878.1,0.02277027
TFIP11,HELA,-0.0038598059
TFIP11,HEPG2,-0.0050265985
TFIP11,HMEC,0.0025312544
TFIP11,HSMM,0.0013997754
TFIP11,HUVEC,0.0004524154
TFIP11,K562.1,0.0030528994
TFIP11,NHEK,0.00044914876
TFIP11,NHLF,0.0028824715
RP11-239E10.2,Adipose_Subcutaneous,-0.00073610153
RP11-239E10.2,Adipose_Visceral_Omentum,0.00017678733
RP11-239E10.2,Adrenal_Gland,0.0030393414
RP11-239E10.2,Artery_Aorta,0.0013032117
RP11-239E10.2,Artery_Coronary,0.00053511077
RP11-239E10.2,Artery_Tibial,-0.0020477022
RP11-239E10.2,Bladder,0.00234411
RP11-239E10.2,Brain_Amygdala,0.0014401516
RP11-239E10.2,Brain_Anterior_cingulate_cortex_BA24,-0.00050425524
RP11-239E10.2,Brain_Caudate_basal_ganglia,0.0011179699
RP11-239E10.2,Brain_Cerebellar_Hemisphere,-0.001303271
RP11-239E10.2,Brain_Cerebellum,-0.0075450544
RP11-239E10.2,Brain_Cortex,-0.008476251
RP11-239E10.2,Brain_Frontal_Cortex_BA9,0.00077663653
RP11-239E10.2,Brain_Hippocampus,-0.00056232087
RP11-239E10.2,Brain_Hypothalamus,-0.0009007823
RP11-239E10.2,Brain_Nucleus_accumbens_basal_ganglia,0.010421394
RP11-239E10.2,Brain_Putamen_basal_ganglia,0.002856382
RP11-239E10.2,Brain_Spinal_cord_cervical_c1,0.0025745176
RP11-239E10.2,Brain_Substantia_nigra,-0.0016988986
RP11-239E10.2,Breast_Mammary_Tissue,0.0024268685
RP11-239E10.2,Cells_EBV-transformed_lymphocytes,-0.0010802834
RP11-239E10.2,Cells_Transformed_fibroblasts,0.0015090462
RP11-239E10.2,Cervix_Ectocervix,-0.0023094246
RP11-239E10.2,Cervix_Endocervix,0.0019144439
RP11-239E10.2,Colon_Sigmoid,0.0012404934
RP11-239E10.2,Colon_Transverse,0.0013624909
RP11-239E10.2,Esophagus_Gastroesophageal_Junction,0.0023420495
RP11-239E10.2,Esophagus_Mucosa,0.0023755312
RP11-239E10.2,Esophagus_Muscularis,0.0015154029
RP11-239E10.2,Fallopian_Tube,0.00025176062
RP11-239E10.2,Heart_Atrial_Appendage,0.0008948921
RP11-239E10.2,Heart_Left_Ventricle,0.0017907753
RP11-239E10.2,Kidney_Cortex,-1.4876576e-05
RP11-239E10.2,Liver,0.0006365393
RP11-239E10.2,Lung,-0.003447294
RP11-239E10.2,Minor_Salivary_Gland,0.00088870456
RP11-239E10.2,Muscle_Skeletal,-0.0003157087
RP11-239E10.2,Nerve_Tibial,-0.00068671815
RP11-239E10.2,Ovary,0.009636267
RP11-239E10.2,Pancreas,-0.004067443
RP11-239E10.2,Pituitary,-0.00054313743
RP11-239E10.2,Prostate,-0.0009788272
RP11-239E10.2,Skin_Not_Sun_Exposed_Suprapubic,-3.6030815e-05
RP11-239E10.2,Skin_Sun_Exposed_Lower_leg,-0.0020432242
RP11-239E10.2,Small_Intestine_Terminal_Ileum,-0.0048551476
RP11-239E10.2,Spleen,0.0004716713
RP11-239E10.2,Stomach,0.0019225164
RP11-239E10.2,Testis,-0.0020495965
RP11-239E10.2,Thyroid,-0.0050342786
RP11-239E10.2,Uterus,0.0069856774
RP11-239E10.2,Vagina,-0.016920809
RP11-239E10.2,Whole_Blood,0.0013465115
RP11-239E10.2,cardiac ventricle fibroblast,0.000169221
RP11-239E10.2,hair follicular keratinocyte,0.0030618235
RP11-239E10.2,airway epithelial cell,-0.00033213673
RP11-239E10.2,epithelial cell of proximal tubule,0.0032825074
RP11-239E10.2,pericardium fibroblast,-0.0011865662
RP11-239E10.2,mesangial cell,0.0020679843
RP11-239E10.2,bronchial fibroblast,-0.0016091068
RP11-239E10.2,glomerular endothelial cell,0.0011131581
RP11-239E10.2,kidney epithelial cell,-0.00093021
RP11-239E10.2,mammary microvascular endothelial cell,0.004216008
RP11-239E10.2,epithelial cell of alveolus of lung,-0.0020622553
RP11-239E10.2,myometrial cell,0.0068217046
RP11-239E10.2,cardiac atrium fibroblast,0.00258911
RP11-239E10.2,endometrial microvascular endothelial cell,0.0034377896
RP11-239E10.2,smooth muscle cell,-9.029372e-05
RP11-239E10.2,hepatocyte,0.0016566173
RP11-239E10.2,neural progenitor cell,-0.0021702468
RP11-239E10.2,HT1080,-0.0023608448
RP11-239E10.2,SK-N-DZ,0.0003552724
RP11-239E10.2,SK-MEL-5,0.0037500192
RP11-239E10.2,NCI-H460,-0.002830169
RP11-239E10.2,astrocyte,0.00024092758
RP11-239E10.2,LHCN-M2,-0.0017793975
RP11-239E10.2,K562,-0.0012841639
RP11-239E10.2,HepG2,-0.0018772936
RP11-239E10.2,MCF-7,-0.0021005766
RP11-239E10.2,bipolar spindle neuron,0.0007066756
RP11-239E10.2,skeletal muscle myoblast,-0.0016052328
RP11-239E10.2,myotube,-0.002385048
RP11-239E10.2,H7-hESC,0.0018144794
RP11-239E10.2,RPMI-7951,-0.00041944065
RP11-239E10.2,M059J,0.0033127072
RP11-239E10.2,H4,-0.00020613593
RP11-239E10.2,MG63,-0.0023437045
RP11-239E10.2,G401,-0.003477808
RP11-239E10.2,Caki2,-0.00076948357
RP11-239E10.2,SJSA1,0.0017035139
RP11-239E10.2,Daoy,0.0019417527
RP11-239E10.2,A172,-0.0016550781
RP11-239E10.2,induced pluripotent stem cell,0.0013063046
RP11-239E10.2,fibroblast of arm,0.025125027
RP11-239E10.2,A375,-0.0005704932
RP11-239E10.2,HT-29,-0.0026962822
RP11-239E10.2,PC-3,-0.0022484465
RP11-239E10.2,Karpas-422,-0.0015174267
RP11-239E10.2,Oci-Ly-7,-0.012318502
RP11-239E10.2,SJCRH30,-0.004310902
RP11-239E10.2,neural cell,0.0026564046
RP11-239E10.2,umbilical cord,0.0006312102
RP11-239E10.2,pericyte cell,0.00082442124
RP11-239E10.2,melanocyte of skin,0.00048525343
RP11-239E10.2,placental epithelial cell,0.00018830871
RP11-239E10.2,hair follicle dermal papilla cell,-0.0006058501
RP11-239E10.2,hematopoietic multipotent progenitor cell,-0.00034796286
RP11-239E10.2,vein endothelial cell,-0.00025103052
RP11-239E10.2,osteoblast,0.001578281
RP11-239E10.2,articular chondrocyte of knee joint,0.00021272685
RP11-239E10.2,thoracic aorta endothelial cell,-0.000176981
RP11-239E10.2,fibroblast of the aortic adventitia,0.0013258928
RP11-239E10.2,skeletal muscle satellite cell,0.001035308
RP11-239E10.2,fibroblast of dermis,0.001011763
RP11-239E10.2,mammary epithelial cell,-0.0016392376
RP11-239E10.2,subcutaneous preadipocyte,-0.011949953
RP11-239E10.2,fibroblast of villous mesenchyme,-0.00048386832
RP11-239E10.2,endothelial cell of umbilical vein,-0.0015942138
RP11-239E10.2,fibroblast of lung,0.0011080026
RP11-239E10.2,keratinocyte,-0.0005777194
RP11-239E10.2,stomach,-0.00080716837
RP11-239E10.2,dermis microvascular lymphatic vessel endothelial cell,4.7294452e-05
RP11-239E10.2,tongue,-0.0007891002
RP11-239E10.2,lung microvascular endothelial cell,0.0002650009
RP11-239E10.2,liver,0.00083834375
RP11-239E10.2,smooth muscle cell of the coronary artery,0.00018211814
RP11-239E10.2,aortic smooth muscle cell,-0.0014572568
RP11-239E10.2,cerebellum,0.000101122256
RP11-239E10.2,occipital lobe,-2.8635395e-05
RP11-239E10.2,lung,0.00018160226
RP11-239E10.2,metanephros,-5.6067434e-05
RP11-239E10.2,bronchial smooth muscle cell,-0.00012452081
RP11-239E10.2,spinal cord,0.014791811
RP11-239E10.2,parietal lobe,-0.0021893657
RP11-239E10.2,diencephalon,-0.008764665
RP11-239E10.2,bronchial epithelial cell,0.0011401383
RP11-239E10.2,human nasal epithelial cells,-0.0050602523
RP11-239E10.2,pulmonary artery endothelial cell,0.00022889076
RP11-239E10.2,regular cardiac myocyte,0.0064693913
RP11-239E10.2,endothelial cell of coronary artery,0.0003578515
RP11-239E10.2,skeletal muscle tissue,-0.0005333308
RP11-239E10.2,skin of body,0.007362505
RP11-239E10.2,frontal cortex,0.0023892673
RP11-239E10.2,camera-type eye,-0.0015007269
RP11-239E10.2,dermis lymphatic vessel endothelial cell,-0.01031897
RP11-239E10.2,smooth muscle cell of the umbilical artery,0.0023787937
RP11-239E10.2,tracheal epithelial cell,-0.00041840845
RP11-239E10.2,smooth muscle cell of trachea,0.001095973
RP11-239E10.2,renal cortical epithelial cell,-0.14529128
RP11-239E10.2,dermis blood vessel endothelial cell,-0.015040013
RP11-239E10.2,heart,-0.005495841
RP11-239E10.2,thyroid gland,-0.0005637833
RP11-239E10.2,urinary bladder,-0.00047208363
RP11-239E10.2,temporal lobe,0.0018551875
RP11-239E10.2,uterine smooth muscle cell,-0.0004858468
RP11-239E10.2,epithelial cell of umbilical artery,0.0002374885
RP11-239E10.2,smooth muscle cell of the pulmonary artery,0.00034168907
RP11-239E10.2,smooth muscle cell of bladder,-0.001703892
RP11-239E10.2,bladder microvascular endothelial cell,0.00037384185
RP11-239E10.2,uterus,0.00093717297
RP11-239E10.2,GM12878,0.0012947922
RP11-239E10.2,Universal_Human_Reference,-0.0012181513
RP11-239E10.2,H1_Cell_Line,0.0034741627
RP11-239E10.2,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,-0.0013287477
RP11-239E10.2,H1_BMP4_Derived_Trophoblast_Cultured_Cells,-0.0011158249
RP11-239E10.2,H1_Derived_Mesenchymal_Stem_Cells,-0.0015098515
RP11-239E10.2,H1_Derived_Neuronal_Progenitor_Cultured_Cells,-0.0016429395
RP11-239E10.2,hESC_Derived_CD184+_Endoderm_Cultured_Cells,-0.0027210943
RP11-239E10.2,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,-0.0026787934
RP11-239E10.2,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,-0.0046725017
RP11-239E10.2,HUES64_Cell_Line,-0.0015433376
RP11-239E10.2,4star,0.0076644775
RP11-239E10.2,Breast_Myoepithelial_Cells,-0.0015349876
RP11-239E10.2,Breast_vHMEC,-0.007967992
RP11-239E10.2,CD4_Memory_Primary_Cells,-0.0006803518
RP11-239E10.2,CD4_Naive_Primary_Cells,0.00018951243
RP11-239E10.2,CD8_Naive_Primary_Cells,-0.0007490929
RP11-239E10.2,Mobilized_CD34_Primary_Cells_Female,0.015057683
RP11-239E10.2,Neurosphere_Cultured_Cells_Cortex_Derived,-0.0017679466
RP11-239E10.2,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,2.5797374e-06
RP11-239E10.2,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,0.00047218706
RP11-239E10.2,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,0.00033601496
RP11-239E10.2,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,-0.0033963525
RP11-239E10.2,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,-0.0014525225
RP11-239E10.2,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,-0.0023218272
RP11-239E10.2,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,-0.00022187468
RP11-239E10.2,Peripheral_Blood_Mononuclear_Primary_Cells,-0.0003883891
RP11-239E10.2,Aorta,0.0001769593
RP11-239E10.2,Adult_Liver,0.01482926
RP11-239E10.2,Brain_Germinal_Matrix,0.005010774
RP11-239E10.2,Brain_Hippocampus_Middle,-0.0011271846
